year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1988,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.6783458826031965,Million tonnes/yr,2.247657785635407
1988,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,14.623931174298026,Million tonnes/yr,29.527039682218714
1989,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1989,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,12.6099972811,Million tonnes/yr,25.460725004375064
1990,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1990,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,12.700716686,Million tonnes/yr,25.643895687859775
1991,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1991,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,13.426471925200001,Million tonnes/yr,27.109261155737478
1992,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1992,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,16.6016510967,Million tonnes/yr,33.520235077702424
1993,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1993,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.9749614468,Million tonnes/yr,24.178530219982076
1994,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1994,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.9749614468,Million tonnes/yr,24.178530219982076
1995,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1995,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.3399256125,Million tonnes/yr,22.896335435589087
1996,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1996,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.9749614468,Million tonnes/yr,24.178530219982076
1997,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1997,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,12.2471196615,Million tonnes/yr,24.728042270436212
1998,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1998,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.793522637,Million tonnes/yr,23.812188853012653
1999,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
1999,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,12.428558471299999,Million tonnes/yr,25.094383637405635
2000,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2000,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,12.0656808517,Million tonnes/yr,24.361700903466787
2001,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2001,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.8842420419,Million tonnes/yr,23.995359536497364
2002,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2002,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,11.793522637,Million tonnes/yr,23.812188853012653
2003,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2003,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,10.0698539439,Million tonnes/yr,20.331945866803107
2004,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2004,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,25.8550303965,Million tonnes/yr,52.20364479314311
2005,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2005,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,24.4035199181,Million tonnes/yr,49.272913857387714
2006,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2006,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,18.807947023868,Million tonnes/yr,37.97494610005063
2007,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2007,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,32.2053887395,Million tonnes/yr,65.025592637073
2008,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.814388098,Million tonnes/yr,2.429846896819951
2008,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,30.0281230219,Million tonnes/yr,60.629496233439895
2009,Kiewit Mining Group,Investor-owned Company,Lignite Coal,3.119463131390172,Million tonnes/yr,4.177616584846368
2009,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,27.180818104302634,Million tonnes/yr,54.88053008423963
2010,Kiewit Mining Group,Investor-owned Company,Lignite Coal,3.128802841997257,Million tonnes/yr,4.19012441978027
2010,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,27.262197801317132,Million tonnes/yr,55.044843052786504
2011,Kiewit Mining Group,Investor-owned Company,Lignite Coal,2.80191299252194,Million tonnes/yr,3.7523502262518362
2011,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,24.413908478385256,Million tonnes/yr,49.293889300182684
2012,Kiewit Mining Group,Investor-owned Company,Lignite Coal,2.122449091443008,Million tonnes/yr,2.8424052958603108
2012,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,18.493535674803574,Million tonnes/yr,37.34012114978819
2013,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.8594428589639513,Million tonnes/yr,2.490184688517272
2013,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,16.201883465298632,Million tonnes/yr,32.713068073470296
2014,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.642948381915272,Million tonnes/yr,2.2002530946012544
2014,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,14.315502134950922,Million tonnes/yr,28.904293556337294
2015,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.5168622973379684,Million tonnes/yr,2.0313973345353395
2015,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,13.216876252471032,Million tonnes/yr,26.686068535905783
2016,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.123660507360476,Million tonnes/yr,1.5048175194152889
2016,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,9.790791093436942,Million tonnes/yr,19.768492732263084
2017,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.828808610567705,Million tonnes/yr,2.4491589931414692
2017,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,15.93495806380849,Million tonnes/yr,32.17412154616145
2018,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.7293406989072484,Million tonnes/yr,2.3159505595391217
2018,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,15.06826431419114,Million tonnes/yr,30.42418847876169
2019,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.9274358438681298,Million tonnes/yr,2.5812415817790044
2019,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,16.794326738667838,Million tonnes/yr,33.909264625118524
2020,Kiewit Mining Group,Investor-owned Company,Lignite Coal,0.9058584215542091,Million tonnes/yr,1.2131347626221665
2020,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,7.893016184264351,Million tonnes/yr,15.936713549006097
2021,Kiewit Mining Group,Investor-owned Company,Lignite Coal,0.9058584215542091,Million tonnes/yr,1.2131347626221665
2021,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,7.893016184264351,Million tonnes/yr,15.936713549006097
2022,Kiewit Mining Group,Investor-owned Company,Lignite Coal,1.7030026245174361,Million tonnes/yr,2.2806783438566867
2022,Kiewit Mining Group,Investor-owned Company,Sub-Bituminous Coal,14.838772775111341,Million tonnes/yr,29.960824305313434
1946,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,0.5900000000000001,Million bbl/yr,0.23527895915628108
1947,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,3.585000000000001,Million bbl/yr,1.4296187602970636
1948,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,6.58,Million bbl/yr,2.6239585614378464
1949,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,9.575000000000001,Million bbl/yr,3.8182983625786293
1950,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,12.57,Million bbl/yr,5.012638163719411
1951,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,18.11,Million bbl/yr,7.221867712407202
1952,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,23.650000000000002,Million bbl/yr,9.431097261094994
1953,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,29.19,Million bbl/yr,11.640326809782787
1954,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,34.730000000000004,Million bbl/yr,13.84955635847058
1955,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,40.27,Million bbl/yr,16.05878590715837
1956,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,44.598000000000006,Million bbl/yr,17.784696644833595
1957,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,48.926,Million bbl/yr,19.510607382508827
1958,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,53.254,Million bbl/yr,21.236518120184048
1959,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,57.582000000000015,Million bbl/yr,22.962428857859283
1960,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,61.685,Million bbl/yr,24.598614568737627
1961,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,63.51,Million bbl/yr,25.32638423053459
1962,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,71.54,Million bbl/yr,28.528570742441268
1963,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,76.65,Million bbl/yr,30.56632579547279
1964,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,83.95,Million bbl/yr,33.47740444266067
1964,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,0.75,Bcf/yr,0.05466779277138282
1965,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,86.14,Million bbl/yr,34.35072803681703
1965,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,0.8,Bcf/yr,0.05831231228947501
1966,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,90.52,Million bbl/yr,36.097375225129746
1966,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,0.8300000000000002,Bcf/yr,0.06049902400033032
1967,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,91.25,Million bbl/yr,36.38848308984855
1967,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,0.8500000000000002,Bcf/yr,0.0619568318075672
1968,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,95.265,Million bbl/yr,37.989576345801886
1968,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,17.5774,Bcf/yr,1.2812235475462725
1969,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,101.105,Million bbl/yr,40.31843926355219
1969,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,19.1627,Bcf/yr,1.3967766833869033
1970,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,109.13499999999999,Million bbl/yr,43.520625775458846
1970,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,20.378200000000003,Bcf/yr,1.4853749528717244
1971,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,116.80000000000001,Million bbl/yr,46.577258355006144
1971,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,15.7765,Bcf/yr,1.1499552435436278
1972,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,194.54500000000004,Million bbl/yr,77.58024594755712
1972,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,29.5169875,Bcf/yr,2.151504741180663
1973,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,358.2475,Million bbl/yr,142.8611846107454
1973,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,60.464625,Bcf/yr,4.4072901193324965
1974,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,744.6,Million bbl/yr,296.93002201316415
1974,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,149.51520000000002,Bcf/yr,10.898221293029142
1975,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,759.1999999999998,Million bbl/yr,302.7521793075399
1975,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,183.792,Bcf/yr,13.396670625383987
1976,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,784.75,Million bbl/yr,312.9409545726975
1976,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,197.12,Bcf/yr,14.368153748126641
1977,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,719.05,Million bbl/yr,286.7412467480065
1977,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,208.84,Bcf/yr,15.22242912316745
1978,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,777.4499999999998,Million bbl/yr,310.02987592550966
1978,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,220.56,Bcf/yr,16.076704498208258
1979,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,912.5,Million bbl/yr,363.8848308984855
1979,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,232.28,Bcf/yr,16.93097987324907
1980,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,639.115,Million bbl/yr,254.8649355612992
1980,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,244,Bcf/yr,17.785255248289882
1981,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,463.2,Million bbl/yr,184.7139218325243
1981,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,212.6,Bcf/yr,15.49649699092798
1982,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,302.1,Million bbl/yr,120.47080264595341
1982,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,148.8,Bcf/yr,10.846090085842352
1983,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,301.1,Million bbl/yr,120.07202474907834
1983,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,153.7,Bcf/yr,11.203252998615385
1984,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,399.2,Million bbl/yr,159.19213643252098
1984,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,179,Bcf/yr,13.047379874770032
1985,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,365.3,Million bbl/yr,145.67356572845674
1985,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,171,Bcf/yr,12.464256751875283
1986,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,441.7,Million bbl/yr,176.14019704971076
1986,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,221.5,Bcf/yr,16.145221465148392
1987,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,370.8,Million bbl/yr,147.86684416126948
1987,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,187,Bcf/yr,13.630502997664781
1988,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,439.2,Million bbl/yr,175.14325230752308
1988,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,230,Bcf/yr,16.76478978322406
1989,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,581.4,Million bbl/yr,231.8494692431556
1989,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,288,Bcf/yr,20.992432424211003
1990,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,387.6,Million bbl/yr,154.56631282877038
1990,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,147.97,Bcf/yr,10.785591061842021
1991,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,49.6,Million bbl/yr,19.779383685002614
1991,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,18,Bcf/yr,1.3120270265131877
1992,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,383.3,Million bbl/yr,152.85156787220768
1992,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,92.5253,Bcf/yr,6.744205235346701
1993,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,682.2,Million bbl/yr,272.0462812481609
1993,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,191.407,Bcf/yr,13.951730947989427
1994,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,730,Million bbl/yr,291.1078647187884
1994,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,210.83,Bcf/yr,15.36748099998752
1995,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,730,Million bbl/yr,291.1078647187884
1995,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,210.83,Bcf/yr,15.36748099998752
1996,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,730,Million bbl/yr,291.1078647187884
1996,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,210.83055,Bcf/yr,15.367521089702214
1997,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,767.7,Million bbl/yr,306.14179143097795
1997,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,327.37005,Bcf/yr,23.862130737276306
1998,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,657,Million bbl/yr,261.99707824690955
1998,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,317.835,Bcf/yr,23.16711722065661
1999,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,596,Million bbl/yr,237.67162653753132
1999,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,305.1216,Bcf/yr,22.240432531830344
2000,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,768.2,Million bbl/yr,306.34118037941545
2000,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,339.024,Bcf/yr,24.711591702033715
2001,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,745.3,Million bbl/yr,297.2091665409767
2001,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,300.1775,Bcf/yr,21.880055152842353
2002,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,715.4,Million bbl/yr,285.28570742441264
2002,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,282.52,Bcf/yr,20.592993085028098
2003,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,726.4,Million bbl/yr,289.6722642900382
2003,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,321.3665,Bcf/yr,23.42452963421946
2004,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,855.9,Million bbl/yr,341.3140019353575
2004,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,342.5555,Bcf/yr,24.969004115596565
2005,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,777.5,Million bbl/yr,310.0498148203534
2005,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,434.3745,Bcf/yr,31.6617268682307
2006,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,699,Million bbl/yr,278.7457499156618
2006,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,438.25915,Bcf/yr,31.944880523149838
2007,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,788.4,Million bbl/yr,314.39649389629153
2007,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,425.8989,Bcf/yr,31.04393707567986
2008,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,846.8,Million bbl/yr,337.6851230737945
2008,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,448.5005,Bcf/yr,32.6913765224821
2009,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,733.7,Million bbl/yr,292.58334293722606
2009,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,405.734035,Bcf/yr,29.574112194235976
2010,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,741,Million bbl/yr,295.494421584414
2010,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,414.350895,Bcf/yr,30.20219848332933
2011,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,913.6,Million bbl/yr,364.32348658504804
2011,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,477.917895,Bcf/yr,34.83562192746065
2012,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,1004.8,Million bbl/yr,400.6920307800528
2012,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,547.912225,Bcf/yr,39.937535964276364
2013,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,935.1,Million bbl/yr,372.8972113678617
2013,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,576.022965,Bcf/yr,41.98653877623666
2014,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,1046.5,Million bbl/yr,417.32106907974253
2014,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,530.749135,Bcf/yr,38.68651163436091
2015,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,1043.4,Million bbl/yr,416.08485759942994
2015,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,597.141335,Bcf/yr,43.52586500934251
2016,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,1043.9,Million bbl/yr,416.28424654786744
2016,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,610.6315504,Bcf/yr,44.50917207591387
2017,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,987,Million bbl/yr,393.593784215677
2017,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,603.9570721,Bcf/yr,44.02266674716521
2018,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,998.9,Million bbl/yr,398.33924118849006
2018,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,626.4,Bcf/yr,45.658540522658924
2019,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,1086,Million bbl/yr,433.07279600630704
2019,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,493,Bcf/yr,35.93496244838897
2020,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,980,Million bbl/yr,390.8023389375515
2020,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,410,Bcf/yr,29.88506004835593
2021,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,881,Million bbl/yr,351.32332714692126
2021,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,449,Bcf/yr,32.727785272467855
2022,Kuwait Petroleum Corp.,State-owned Entity,Oil & NGL,988,Million bbl/yr,393.99256211255187
2022,Kuwait Petroleum Corp.,State-owned Entity,Natural Gas,490,Bcf/yr,35.716291277303434
1961,Libya National Oil Corp.,State-owned Entity,Oil & NGL,0.6662,Million bbl/yr,0.2656658348981601
1962,Libya National Oil Corp.,State-owned Entity,Oil & NGL,6.705200000000001,Million bbl/yr,2.6738855541266036
1963,Libya National Oil Corp.,State-owned Entity,Oil & NGL,16.941399999999998,Million bbl/yr,6.755855862119016
1964,Libya National Oil Corp.,State-owned Entity,Oil & NGL,31.5642,Million bbl/yr,12.587105292543534
1965,Libya National Oil Corp.,State-owned Entity,Oil & NGL,44.53,Million bbl/yr,17.757579747846094
1966,Libya National Oil Corp.,State-owned Entity,Oil & NGL,55.042,Million bbl/yr,21.949532999796645
1967,Libya National Oil Corp.,State-owned Entity,Oil & NGL,63.2545,Million bbl/yr,25.224496477883015
1968,Libya National Oil Corp.,State-owned Entity,Oil & NGL,94.8635,Million bbl/yr,37.82946702020655
1969,Libya National Oil Corp.,State-owned Entity,Oil & NGL,113.44200000000002,Million bbl/yr,45.23816217729972
1970,Libya National Oil Corp.,State-owned Entity,Oil & NGL,245.06100000000004,Million bbl/yr,97.72491018609725
1970,Libya National Oil Corp.,State-owned Entity,Natural Gas,1.9726770289999997,Bcf/yr,0.14378919870165216
1971,Libya National Oil Corp.,State-owned Entity,Oil & NGL,301.125,Million bbl/yr,120.08199419650022
1971,Libya National Oil Corp.,State-owned Entity,Natural Gas,7.1257925445,Bcf/yr,0.5194018002061209
1972,Libya National Oil Corp.,State-owned Entity,Oil & NGL,328.208,Million bbl/yr,130.88209597756727
1972,Libya National Oil Corp.,State-owned Entity,Natural Gas,37.900390535999996,Bcf/yr,2.7625742610353683
1973,Libya National Oil Corp.,State-owned Entity,Oil & NGL,404.8798199847,Million bbl/yr,161.45712310064857
1973,Libya National Oil Corp.,State-owned Entity,Natural Gas,77.52520137270001,Bcf/yr,5.650842190936649
1974,Libya National Oil Corp.,State-owned Entity,Oil & NGL,305.32204993675003,Million bbl/yr,121.75568494335693
1974,Libya National Oil Corp.,State-owned Entity,Natural Gas,75.19153783624999,Bcf/yr,5.480740544791607
1975,Libya National Oil Corp.,State-owned Entity,Oil & NGL,324.106799994,Million bbl/yr,129.24662806451062
1975,Libya National Oil Corp.,State-owned Entity,Natural Gas,93.299572455,Bcf/yr,6.800642256838073
1976,Libya National Oil Corp.,State-owned Entity,Oil & NGL,458.61786269325006,Million bbl/yr,182.88666675414586
1976,Libya National Oil Corp.,State-owned Entity,Natural Gas,103.929976995,Bcf/yr,7.57549659346299
1977,Libya National Oil Corp.,State-owned Entity,Oil & NGL,527.102100049,Million bbl/yr,210.1966668959638
1977,Libya National Oil Corp.,State-owned Entity,Natural Gas,118.6189494315,Bcf/yr,8.64618152837384
1978,Libya National Oil Corp.,State-owned Entity,Oil & NGL,506.6480999265,Million bbl/yr,202.04006374443114
1978,Libya National Oil Corp.,State-owned Entity,Natural Gas,120.262846907,Bcf/yr,8.766005857077884
1979,Libya National Oil Corp.,State-owned Entity,Oil & NGL,534.5311999649999,Million bbl/yr,213.15922773614088
1979,Libya National Oil Corp.,State-owned Entity,Natural Gas,159.34063984299996,Bcf/yr,11.61440143866222
1980,Libya National Oil Corp.,State-owned Entity,Oil & NGL,456.5408032745,Million bbl/yr,182.05838136745223
1980,Libya National Oil Corp.,State-owned Entity,Natural Gas,125.99999999999999,Bcf/yr,9.184189185592313
1981,Libya National Oil Corp.,State-owned Entity,Oil & NGL,291.32670004899995,Million bbl/yr,116.17464874908947
1981,Libya National Oil Corp.,State-owned Entity,Natural Gas,77,Bcf/yr,5.61256005786197
1982,Libya National Oil Corp.,State-owned Entity,Oil & NGL,293.815900112,Million bbl/yr,117.16728671511389
1982,Libya National Oil Corp.,State-owned Entity,Natural Gas,84,Bcf/yr,6.1227927903948745
1983,Libya National Oil Corp.,State-owned Entity,Oil & NGL,282.41849990199995,Million bbl/yr,112.62225542952679
1983,Libya National Oil Corp.,State-owned Entity,Natural Gas,98,Bcf/yr,7.143258255460688
1984,Libya National Oil Corp.,State-owned Entity,Oil & NGL,277.768989085,Million bbl/yr,110.76813328442573
1984,Libya National Oil Corp.,State-owned Entity,Natural Gas,113.39999999999998,Bcf/yr,8.26577026703308
1985,Libya National Oil Corp.,State-owned Entity,Oil & NGL,270.49400012599995,Million bbl/yr,107.86702848756646
1985,Libya National Oil Corp.,State-owned Entity,Natural Gas,125.99999999999999,Bcf/yr,9.184189185592313
1986,Libya National Oil Corp.,State-owned Entity,Oil & NGL,264.109999965,Million bbl/yr,105.32123032971289
1986,Libya National Oil Corp.,State-owned Entity,Natural Gas,138.6,Bcf/yr,10.102608104151543
1987,Libya National Oil Corp.,State-owned Entity,Oil & NGL,248.31100000035002,Million bbl/yr,99.02093835108076
